date,cpim191406,cpim193908,cpim196609,cpim197709,cpim198212,cpim199305,cpim200005,cpim200512,cpim201012,ccpim
7672,215.70,,,,,,,,,
7703,213.20,,,,,,,,,-1.20
7731,210.30,,,,,,,,,-1.40
7762,208.20,,,,,,,,,-1.00
7792,203.30,,,,,,,,,-2.40
7823,199.50,,,,,,,,,-1.90
7853,197.50,,,,,,,,,-1.00
7884,196.60,,,,,,,,,-0.50
7915,194.30,,,,,,,,,-1.20
7945,192.20,,,,,,,,,-1.10
7976,188.40,,,,,,,,,-2.00
8006,183.80,,,,,,,,,-2.40
8037,183.20,,,,,,,,,-0.30
8068,175.80,,,,,,,,,-4.00
8096,168.70,,,,,,,,,-4.00
8127,163.60,,,,,,,,,-3.00
8157,159.50,,,,,,,,,-2.50
8188,159.20,,,,,,,,,-0.20
8218,159.60,,,,,,,,,0.30
8249,158.30,,,,,,,,,-0.80
8280,158.40,,,,,,,,,0.10
8310,159.60,,,,,,,,,0.80
8341,160.70,,,,,,,,,0.70
8371,160.60,,,,,,,,,-0.10
8402,160.90,,,,,,,,,0.20
8433,159.60,,,,,,,,,-0.80
8461,160.40,,,,,,,,,0.50
8492,161.70,,,,,,,,,0.80
8522,163.20,,,,,,,,,0.90
8553,164.70,,,,,,,,,0.90
8583,164.70,,,,,,,,,0.00
8614,164.70,,,,,,,,,0.00
8645,164.80,,,,,,,,,0.10
8675,165.30,,,,,,,,,0.30
8706,167.50,,,,,,,,,1.30
8736,168.30,,,,,,,,,0.50
8767,169.00,,,,,,,,,0.40
8798,168.20,,,,,,,,,-0.50
8827,168.20,,,,,,,,,0.00
8858,167.40,,,,,,,,,-0.50
8888,167.10,,,,,,,,,-0.20
8919,167.60,,,,,,,,,0.30
8949,168.10,,,,,,,,,0.30
8980,168.00,,,,,,,,,-0.10
9011,168.20,,,,,,,,,0.10
9041,170.80,,,,,,,,,1.50
9072,171.50,,,,,,,,,0.40
9102,171.10,,,,,,,,,-0.20
9133,169.70,,,,,,,,,-0.80
9164,169.60,,,,,,,,,-0.10
9192,169.30,,,,,,,,,-0.20
9223,168.30,,,,,,,,,-0.60
9253,168.00,,,,,,,,,-0.20
9284,168.10,,,,,,,,,0.10
9314,167.90,,,,,,,,,-0.10
9345,168.00,,,,,,,,,0.10
9376,168.40,,,,,,,,,0.20
9406,167.30,,,,,,,,,-0.70
9437,167.20,,,,,,,,,-0.10
9467,166.80,,,,,,,,,-0.20
9498,165.80,,,,,,,,,-0.60
9529,164.30,,,,,,,,,-0.90
9557,163.40,,,,,,,,,-0.50
9588,162.00,,,,,,,,,-0.90
9618,161.80,,,,,,,,,-0.10
9649,161.70,,,,,,,,,-0.10
9679,161.60,,,,,,,,,-0.10
9710,160.80,,,,,,,,,-0.50
9741,161.10,,,,,,,,,0.20
9771,161.40,,,,,,,,,0.20
9802,161.00,,,,,,,,,-0.20
9832,160.90,,,,,,,,,-0.10
9863,160.20,,,,,,,,,-0.40
9894,159.70,,,,,,,,,-0.30
9922,158.80,,,,,,,,,-0.60
9953,158.00,,,,,,,,,-0.50
9983,159.60,,,,,,,,,1.00
10014,160.40,,,,,,,,,0.50
10044,160.00,,,,,,,,,-0.20
10075,159.80,,,,,,,,,-0.10
10106,161.20,,,,,,,,,0.90
10136,161.50,,,,,,,,,0.20
10167,162.30,,,,,,,,,0.50
10197,162.00,,,,,,,,,-0.20
10228,161.30,,,,,,,,,-0.40
10259,160.60,,,,,,,,,-0.40
10288,159.80,,,,,,,,,-0.50
10319,160.10,,,,,,,,,0.20
10349,160.40,,,,,,,,,0.20
10380,160.80,,,,,,,,,0.20
10410,161.10,,,,,,,,,0.20
10441,160.60,,,,,,,,,-0.30
10472,161.00,,,,,,,,,0.20
10502,162.00,,,,,,,,,0.60
10533,162.30,,,,,,,,,0.20
10563,162.20,,,,,,,,,-0.10
10594,161.30,,,,,,,,,-0.60
10625,161.30,,,,,,,,,0.00
10653,160.60,,,,,,,,,-0.40
10684,159.30,,,,,,,,,-0.80
10714,160.00,,,,,,,,,0.40
10745,161.00,,,,,,,,,0.60
10775,160.80,,,,,,,,,-0.10
10806,161.60,,,,,,,,,0.50
10837,162.50,,,,,,,,,0.60
10867,162.50,,,,,,,,,0.00
10898,162.00,,,,,,,,,-0.30
10928,161.50,,,,,,,,,-0.30
10959,160.60,,,,,,,,,-0.60
10990,159.80,,,,,,,,,-0.50
11018,159.40,,,,,,,,,-0.30
11049,157.90,,,,,,,,,-0.90
11079,157.80,,,,,,,,,-0.10
11110,158.30,,,,,,,,,0.30
11140,158.60,,,,,,,,,0.20
11171,158.80,,,,,,,,,0.10
11202,158.70,,,,,,,,,-0.10
11232,157.70,,,,,,,,,-0.60
11263,157.30,,,,,,,,,-0.30
11293,156.20,,,,,,,,,-0.70
11324,155.60,,,,,,,,,-0.40
11355,154.70,,,,,,,,,-0.60
11383,153.10,,,,,,,,,-1.00
11414,150.60,,,,,,,,,-1.60
11444,150.30,,,,,,,,,-0.20
11475,150.20,,,,,,,,,-0.10
11505,149.90,,,,,,,,,-0.20
11536,149.20,,,,,,,,,-0.50
11567,149.20,,,,,,,,,0.00
11597,147.60,,,,,,,,,-1.10
11628,146.70,,,,,,,,,-0.60
11658,144.80,,,,,,,,,-1.30
11689,143.70,,,,,,,,,-0.80
11720,142.30,,,,,,,,,-1.00
11749,141.70,,,,,,,,,-0.40
11780,139.70,,,,,,,,,-1.40
11810,138.70,,,,,,,,,-0.70
11841,138.30,,,,,,,,,-0.30
11871,137.60,,,,,,,,,-0.50
11902,137.00,,,,,,,,,-0.40
11933,136.40,,,,,,,,,-0.40
11963,136.20,,,,,,,,,-0.10
11994,135.50,,,,,,,,,-0.50
12024,134.40,,,,,,,,,-0.80
12055,133.40,,,,,,,,,-0.70
12086,132.80,,,,,,,,,-0.40
12114,132.10,,,,,,,,,-0.50
12145,131.20,,,,,,,,,-0.70
12175,130.50,,,,,,,,,-0.50
12206,130.80,,,,,,,,,0.20
12236,130.70,,,,,,,,,-0.10
12267,130.70,,,,,,,,,0.00
12298,131.20,,,,,,,,,0.40
12328,131.20,,,,,,,,,0.00
12359,131.40,,,,,,,,,0.20
12389,131.30,,,,,,,,,-0.10
12420,131.10,,,,,,,,,-0.20
12451,130.80,,,,,,,,,-0.20
12479,130.10,,,,,,,,,-0.50
12510,129.90,,,,,,,,,-0.20
12540,129.20,,,,,,,,,-0.50
12571,129.50,,,,,,,,,0.20
12601,129.00,,,,,,,,,-0.40
12632,128.70,,,,,,,,,-0.20
12663,128.80,,,,,,,,,0.10
12693,128.80,,,,,,,,,0.00
12724,129.00,,,,,,,,,0.20
12754,128.80,,,,,,,,,-0.20
12785,128.00,,,,,,,,,-0.60
12816,127.50,,,,,,,,,-0.40
12844,127.20,,,,,,,,,-0.20
12875,126.60,,,,,,,,,-0.50
12905,126.30,,,,,,,,,-0.20
12936,127.30,,,,,,,,,0.80
12966,128.20,,,,,,,,,0.70
12997,128.70,,,,,,,,,0.40
13028,128.80,,,,,,,,,0.10
13058,129.30,,,,,,,,,0.40
13089,129.90,,,,,,,,,0.50
13119,130.00,,,,,,,,,0.10
13150,129.70,,,,,,,,,-0.20
13181,129.50,,,,,,,,,-0.20
13210,129.70,,,,,,,,,0.20
13241,129.90,,,,,,,,,0.20
13271,129.50,,,,,,,,,-0.30
13302,130.10,,,,,,,,,0.50
13332,130.20,,,,,,,,,0.10
13363,130.20,,,,,,,,,0.00
13394,130.50,,,,,,,,,0.20
13424,131.60,,,,,,,,,0.80
13455,132.00,,,,,,,,,0.30
13485,132.00,,,,,,,,,0.00
13516,133.50,,,,,,,,,1.10
13547,136.40,,,,,,,,,2.20
13575,136.30,,,,,,,,,-0.10
13606,136.70,,,,,,,,,0.30
13636,136.30,,,,,,,,,-0.30
13667,137.20,,,,,,,,,0.70
13697,137.10,,,,,,,,,-0.10
13728,137.00,,,,,,,,,-0.10
13759,137.00,,,,,,,,,0.00
13789,137.60,,,,,,,,,0.40
13820,137.80,,,,,,,,,0.10
13850,137.80,,,,,,,,,0.00
13881,137.80,,,,,,,,,0.00
13912,137.40,,,,,,,,,-0.30
13940,137.00,,,,,,,,,-0.30
13971,136.50,,,,,,,,,-0.40
14001,136.30,,,,,,,,,-0.10
14032,136.90,,,,,,,,,0.40
14062,136.80,,,,,,,,,-0.10
14093,136.40,,,,,,,,,-0.30
14124,137.30,,,,,,,,,0.70
14154,137.10,,,,,,,,,-0.10
14185,137.10,,,,,,,,,0.00
14215,136.90,,,,,,,,,-0.10
14246,136.60,,,,,,,,,-0.20
14277,136.00,,,,,,,,,-0.40
14305,135.90,,,,,,,,,-0.10
14336,136.40,,,,,,,,,0.40
14366,136.70,,,,,,,,,0.20
14397,137.40,,,,,,,,,0.50
14427,137.50,,,,,,,,,0.10
14458,137.20,100.00,,,,,,,,-0.20
14489,138.20,100.70,,,,,,,,0.70
14519,140.50,102.40,,,,,,,,1.70
14550,141.70,103.30,,,,,,,,0.90
14580,142.00,103.50,,,,,,,,0.20
14611,144.20,105.10,,,,,,,,1.50
14642,144.60,105.40,,,,,,,,0.30
14671,144.80,105.50,,,,,,,,0.10
14702,147.30,107.40,,,,,,,,1.70
14732,148.20,108.00,,,,,,,,0.60
14763,149.60,109.00,,,,,,,,0.90
14793,150.60,109.80,,,,,,,,0.70
14824,151.00,110.10,,,,,,,,0.30
14855,153.20,111.70,,,,,,,,1.50
14885,156.70,114.20,,,,,,,,2.30
14916,159.20,116.00,,,,,,,,1.60
14946,159.90,116.50,,,,,,,,0.40
14977,162.90,118.70,,,,,,,,1.90
15008,162.90,118.70,,,,,,,,0.00
15036,163.70,119.30,,,,,,,,0.50
15067,168.70,123.00,,,,,,,,3.10
15097,171.20,124.80,,,,,,,,1.50
15128,174.80,127.40,,,,,,,,2.10
15158,177.10,129.10,,,,,,,,1.30
15189,177.70,129.50,,,,,,,,0.30
15220,178.20,129.90,,,,,,,,0.30
15250,181.70,132.40,,,,,,,,2.00
15281,183.80,134.00,,,,,,,,1.20
15311,184.30,134.30,,,,,,,,0.30
15342,186.30,135.80,,,,,,,,1.10
15373,187.90,137.00,,,,,,,,0.90
15401,188.70,137.50,,,,,,,,0.40
15432,191.10,139.30,,,,,,,,1.30
15462,192.30,140.20,,,,,,,,0.60
15493,192.70,140.50,,,,,,,,0.20
15523,195.60,142.60,,,,,,,,1.50
15554,195.20,142.30,,,,,,,,-0.20
15585,195.40,142.40,,,,,,,,0.10
15615,197.40,143.90,,,,,,,,1.00
15646,198.60,144.80,,,,,,,,0.60
15676,199.60,145.50,,,,,,,,0.50
15707,200.80,146.40,,,,,,,,0.60
15738,201.20,146.60,,,,,,,,0.20
15766,201.40,146.80,,,,,,,,0.10
15797,202.60,147.70,,,,,,,,0.60
15827,202.70,147.70,,,,,,,,0.00
15858,203.30,148.20,,,,,,,,0.30
15888,203.90,148.60,,,,,,,,0.30
15919,203.50,148.30,,,,,,,,-0.20
15950,204.20,148.80,,,,,,,,0.30
15980,204.90,149.30,,,,,,,,0.30
16011,205.10,149.50,,,,,,,,0.10
16041,205.30,149.60,,,,,,,,0.10
16072,205.60,149.90,,,,,,,,0.10
16103,205.90,150.10,,,,,,,,0.10
16132,206.40,150.40,,,,,,,,0.20
16163,207.10,150.90,,,,,,,,0.30
16193,207.50,151.20,,,,,,,,0.20
16224,208.20,151.70,,,,,,,,0.30
16254,208.80,152.20,,,,,,,,0.30
16285,208.00,151.60,,,,,,,,-0.40
16316,208.00,151.60,,,,,,,,0.00
16346,208.20,151.70,,,,,,,,0.10
16377,208.20,151.70,,,,,,,,0.00
16407,208.20,151.70,,,,,,,,0.00
16438,208.50,152.00,,,,,,,,0.10
16469,208.70,152.10,,,,,,,,0.10
16497,208.80,152.20,,,,,,,,0.00
16528,209.30,152.60,,,,,,,,0.20
16558,209.60,152.80,,,,,,,,0.10
16589,210.30,153.30,,,,,,,,0.30
16619,210.50,153.40,,,,,,,,0.10
16650,210.00,153.10,,,,,,,,-0.20
16681,209.70,152.80,,,,,,,,-0.10
16711,208.30,151.80,,,,,,,,-0.70
16742,206.70,150.70,,,,,,,,-0.80
16772,206.70,150.70,,,,,,,,0.00
16803,206.80,150.70,,,,,,,,0.00
16834,205.90,150.10,,,,,,,,-0.40
16862,204.90,149.30,,,,,,,,-0.50
16893,205.10,149.50,,,,,,,,0.10
16923,206.40,150.40,,,,,,,,0.60
16954,207.30,151.10,,,,,,,,0.40
16984,207.10,150.90,,,,,,,,-0.10
17015,207.20,151.00,,,,,,,,0.00
17046,207.30,151.10,,,,,,,,0.00
17076,211.50,154.20,,,,,,,,2.00
17107,211.80,154.40,,,,,,,,0.10
17137,212.00,154.50,,,,,,,,0.10
17168,212.30,154.70,,,,,,,,0.10
17199,212.20,154.70,,,,,,,,0.00
17227,212.30,154.70,,,,,,,,0.00
17258,213.20,155.40,,,,,,,,0.40
17288,216.20,157.60,,,,,,,,1.40
17319,217.40,158.50,,,,,,,,0.60
17349,217.40,158.50,,,,,,,,0.00
17380,217.50,158.50,,,,,,,,0.00
17411,217.80,158.70,,,,,,,,0.10
17441,222.70,162.30,,,,,,,,2.20
17472,223.00,162.50,,,,,,,,0.10
17502,223.30,162.80,,,,,,,,0.10
17533,223.60,163.00,,,,,,,,0.10
17564,223.50,162.90,,,,,,,,0.00
17593,222.90,162.50,,,,,,,,-0.30
17624,222.90,162.50,,,,,,,,0.00
17654,223.10,162.60,,,,,,,,0.10
17685,223.70,163.00,,,,,,,,0.30
17715,223.00,162.50,,,,,,,,-0.30
17746,222.70,162.30,,,,,,,,-0.10
17777,223.10,162.60,,,,,,,,0.20
17807,223.20,162.70,,,,,,,,0.00
17838,226.30,164.90,,,,,,,,1.40
17868,224.60,163.70,,,,,,,,-0.80
17899,223.80,163.10,,,,,,,,-0.40
17930,223.00,162.50,,,,,,,,-0.40
17958,222.00,161.80,,,,,,,,-0.40
17989,221.20,161.20,,,,,,,,-0.40
18019,221.50,161.40,,,,,,,,0.10
18050,222.00,161.80,,,,,,,,0.20
18080,221.30,161.30,,,,,,,,-0.30
18111,221.40,161.40,,,,,,,,0.00
18142,222.00,161.80,,,,,,,,0.30
18172,221.30,161.30,,,,,,,,-0.30
18203,220.90,161.00,,,,,,,,-0.20
18233,220.30,160.60,,,,,,,,-0.30
18264,218.00,158.90,,,,,,,,-1.00
18295,217.20,158.30,,,,,,,,-0.40
18323,216.80,158.00,,,,,,,,-0.20
18354,215.90,157.50,,,,,,,,-0.40
18384,216.80,158.20,,,,,,,,0.40
18415,217.00,158.40,,,,,,,,0.10
18445,217.00,158.40,,,,,,,,0.00
18476,218.30,159.40,,,,,,,,0.60
18507,219.20,160.00,,,,,,,,0.40
18537,220.30,160.80,,,,,,,,0.50
18568,220.50,160.90,,,,,,,,0.10
18598,220.30,160.80,,,,,,,,-0.10
18629,222.30,162.30,,,,,,,,0.90
18660,223.00,162.80,,,,,,,,0.30
18688,222.80,162.70,,,,,,,,-0.10
18719,225.30,164.50,,,,,,,,1.10
18749,227.60,166.10,,,,,,,,1.00
18780,228.10,166.40,,,,,,,,0.20
18810,229.20,167.30,,,,,,,,0.50
18841,230.60,168.30,,,,,,,,0.60
18872,231.30,168.80,,,,,,,,0.30
18902,232.90,169.90,,,,,,,,0.70
18933,234.10,170.80,,,,,,,,0.50
18963,234.30,171.00,,,,,,,,0.10
18994,233.60,170.50,,,,,,,,-0.30
19025,234.10,170.80,,,,,,,,0.20
19054,234.10,170.80,,,,,,,,0.00
19085,233.20,170.10,,,,,,,,-0.40
19115,234.10,170.80,,,,,,,,0.40
19146,234.80,171.30,,,,,,,,0.30
19176,234.30,170.90,,,,,,,,-0.20
19207,234.80,171.30,,,,,,,,0.20
19238,235.30,171.60,,,,,,,,0.20
19268,234.60,171.10,,,,,,,,-0.30
19299,234.80,171.20,,,,,,,,0.10
19329,234.60,171.00,,,,,,,,-0.10
19360,233.20,169.90,,,,,,,,-0.60
19391,232.70,169.50,,,,,,,,-0.20
19419,232.50,169.30,,,,,,,,-0.10
19450,231.80,168.80,,,,,,,,-0.30
19480,232.70,169.50,,,,,,,,0.40
19511,232.90,169.70,,,,,,,,0.10
19541,232.70,169.50,,,,,,,,-0.10
19572,232.90,169.70,,,,,,,,0.10
19603,233.60,170.20,,,,,,,,0.30
19633,233.80,170.40,,,,,,,,0.10
19664,233.80,170.40,,,,,,,,0.00
19694,233.30,170.10,,,,,,,,-0.20
19725,232.80,169.80,,,,,,,,-0.20
19756,232.30,169.50,,,,,,,,-0.20
19784,232.10,169.40,,,,,,,,-0.10
19815,232.30,169.60,,,,,,,,0.10
19845,233.00,170.10,,,,,,,,0.30
19876,233.50,170.50,,,,,,,,0.20
19906,234.20,171.00,,,,,,,,0.30
19937,235.10,171.70,,,,,,,,0.40
19968,235.60,172.00,,,,,,,,0.20
19998,236.30,172.50,,,,,,,,0.30
20029,237.00,173.00,,,,,,,,0.30
20059,236.80,172.90,,,,,,,,-0.10
20090,236.10,172.40,,,,,,,,-0.30
20121,235.40,171.80,,,,,,,,-0.30
20149,235.40,171.60,,,,,,,,-0.10
20180,235.60,171.70,,,,,,,,0.10
20210,236.40,172.30,,,,,,,,0.30
20241,236.40,172.30,,,,,,,,0.00
20271,236.50,172.40,,,,,,,,0.10
20302,237.10,172.80,,,,,,,,0.20
20333,237.50,173.10,,,,,,,,0.20
20363,237.90,173.40,,,,,,,,0.20
20394,238.20,173.60,,,,,,,,0.10
20424,238.20,173.60,,,,,,,,0.00
20455,236.80,172.60,,,,,,,,-0.60
20486,237.40,173.00,,,,,,,,0.20
20515,238.00,173.50,,,,,,,,0.30
20546,237.60,173.20,,,,,,,,-0.20
20576,240.10,175.00,,,,,,,,1.00
20607,240.60,175.40,,,,,,,,0.20
20637,240.90,175.60,,,,,,,,0.10
20668,241.70,176.20,,,,,,,,0.30
20699,242.20,176.50,,,,,,,,0.20
20729,242.40,176.70,,,,,,,,0.10
20760,243.10,177.20,,,,,,,,0.30
20790,243.40,177.40,,,,,,,,0.10
20821,243.00,177.10,,,,,,,,-0.20
20852,242.60,176.80,,,,,,,,-0.20
20880,241.90,176.30,,,,,,,,-0.30
20911,242.70,176.90,,,,,,,,0.30
20941,244.20,178.00,,,,,,,,0.60
20972,244.40,178.10,,,,,,,,0.10
21002,244.90,178.50,,,,,,,,0.20
21033,246.30,179.50,,,,,,,,0.60
21064,246.80,179.90,,,,,,,,0.20
21094,247.60,180.50,,,,,,,,0.30
21125,248.30,181.00,,,,,,,,0.30
21155,248.30,181.00,,,,,,,,0.00
21186,247.60,180.50,,,,,,,,-0.30
21217,247.60,180.50,,,,,,,,0.00
21245,247.60,180.50,,,,,,,,0.00
21276,247.90,180.70,,,,,,,,0.10
21306,250.00,182.20,,,,,,,,0.80
21337,250.30,182.40,,,,,,,,0.10
21367,250.30,182.40,,,,,,,,0.00
21398,250.50,182.60,,,,,,,,0.10
21429,250.90,182.90,,,,,,,,0.20
21459,250.80,182.80,,,,,,,,-0.10
21490,250.90,182.90,,,,,,,,0.10
21520,250.50,182.60,,,,,,,,-0.20
21551,249.00,181.50,,,,,,,,-0.60
21582,248.20,180.90,,,,,,,,-0.30
21610,247.80,180.60,,,,,,,,-0.20
21641,246.80,179.90,,,,,,,,-0.40
21671,247.10,180.10,,,,,,,,0.10
21702,246.80,179.90,,,,,,,,-0.10
21732,246.80,179.90,,,,,,,,0.00
21763,247.60,180.50,,,,,,,,0.30
21794,248.50,181.10,,,,,,,,0.30
21824,248.90,181.40,,,,,,,,0.20
21855,249.20,181.60,,,,,,,,0.10
21885,249.00,181.50,,,,,,,,-0.10
21916,248.30,181.00,80.10,,,,,,,-0.30
21947,249.60,181.90,80.50,,,,,,,0.50
21976,249.60,181.90,80.50,,,,,,,0.00
22007,250.00,182.20,80.70,,,,,,,0.20
22037,251.10,183.00,81.00,,,,,,,0.40
22068,251.40,183.20,81.10,,,,,,,0.10
22098,252.00,183.70,81.30,,,,,,,0.30
22129,252.60,184.10,81.50,,,,,,,0.20
22160,253.30,184.60,81.70,,,,,,,0.30
22190,253.70,184.90,81.90,,,,,,,0.20
22221,253.70,184.90,81.90,,,,,,,0.00
22251,253.40,184.70,81.80,,,,,,,-0.10
22282,252.70,184.20,81.50,,,,,,,-0.30
22313,252.90,184.30,81.60,,,,,,,0.10
22341,252.90,184.30,81.60,,,,,,,0.00
22372,252.90,184.30,81.60,,,,,,,0.00
22402,254.80,185.70,82.20,,,,,,,0.80
22433,255.20,186.00,82.30,,,,,,,0.20
22463,255.70,186.40,82.50,,,,,,,0.20
22494,257.00,187.30,82.90,,,,,,,0.50
22525,257.40,187.60,83.00,,,,,,,0.20
22555,258.50,188.40,83.40,,,,,,,0.40
22586,262.10,191.00,84.60,,,,,,,1.40
22616,262.30,191.20,84.60,,,,,,,0.10
22647,262.60,191.40,84.70,,,,,,,0.10
22678,263.30,191.90,84.90,,,,,,,0.30
22706,263.70,192.20,85.10,,,,,,,0.20
22737,264.90,193.10,85.50,,,,,,,0.50
22767,267.00,194.60,86.10,,,,,,,0.80
22798,267.70,195.10,86.40,,,,,,,0.30
22828,268.50,195.70,86.60,,,,,,,0.30
22859,269.60,196.50,87.00,,,,,,,0.40
22890,269.50,196.40,86.90,,,,,,,-0.10
22920,269.00,196.10,86.80,,,,,,,-0.20
22951,270.30,197.00,87.20,,,,,,,0.50
22981,270.80,197.40,87.40,,,,,,,0.20
23012,271.70,198.00,87.60,,,,,,,0.30
23043,273.30,199.20,88.20,,,,,,,0.60
23071,273.30,199.20,88.20,,,,,,,0.00
23102,273.70,199.50,88.30,,,,,,,0.20
23132,275.40,200.70,88.80,,,,,,,0.60
23163,276.00,201.20,89.10,,,,,,,0.20
23193,276.60,201.60,89.20,,,,,,,0.20
23224,277.40,202.20,89.50,,,,,,,0.30
23255,278.20,202.80,89.80,,,,,,,0.30
23285,279.30,203.60,90.10,,,,,,,0.40
23316,281.00,204.80,90.70,,,,,,,0.60
23346,281.30,205.00,90.70,,,,,,,0.10
23377,281.50,205.20,90.80,,,,,,,0.10
23408,281.90,205.50,91.00,,,,,,,0.10
23437,282.10,205.60,91.00,,,,,,,0.00
23468,283.90,206.90,91.60,,,,,,,0.60
23498,285.40,208.00,92.10,,,,,,,0.50
23529,285.00,207.70,91.90,,,,,,,-0.10
23559,285.10,207.80,92.00,,,,,,,0.00
23590,285.80,208.30,92.20,,,,,,,0.20
23621,286.30,208.70,92.40,,,,,,,0.20
23651,287.20,209.30,92.70,,,,,,,0.30
23682,287.40,209.50,92.70,,,,,,,0.10
23712,287.80,209.80,92.90,,,,,,,0.10
23743,288.10,210.00,93.00,,,,,,,0.10
23774,289.10,210.70,93.30,,,,,,,0.30
23802,289.20,210.80,93.30,,,,,,,0.00
23833,290.20,211.50,93.60,,,,,,,0.30
23863,293.30,213.80,94.60,,,,,,,1.10
23894,294.40,214.60,95.00,,,,,,,0.40
23924,295.30,215.20,95.30,,,,,,,0.30
23955,296.90,216.40,95.80,,,,,,,0.60
23986,297.70,217.00,96.10,,,,,,,0.30
24016,298.70,217.70,96.40,,,,,,,0.30
24047,301.30,219.60,97.20,,,,,,,0.90
24077,302.00,220.10,97.40,,,,,,,0.20
24108,303.60,221.30,98.00,,,,,,,0.50
24139,304.40,221.90,98.20,,,,,,,0.30
24167,304.90,222.20,98.40,,,,,,,0.10
24198,305.30,222.50,98.50,,,,,,,0.10
24228,309.10,225.30,99.70,,,,,,,1.30
24259,308.70,225.00,99.60,,,,,,,-0.10
24289,308.70,225.00,99.60,,,,,,,0.00
24320,309.70,225.70,99.90,,,,,,,0.30
24351,309.90,225.90,100.00,,,,,,,0.10
24381,310.50,226.40,100.20,,,,,,,0.20
24412,314.20,229.10,101.40,,,,,,,1.20
24442,315.80,230.20,101.90,,,,,,,0.50
24473,316.70,230.90,102.20,,,,,,,0.30
24504,316.10,230.40,102.00,,,,,,,-0.20
24532,316.10,230.40,102.00,,,,,,,0.00
24563,316.40,230.60,102.10,,,,,,,0.10
24593,319.80,233.10,103.20,,,,,,,1.10
24624,322.00,234.70,103.90,,,,,,,0.70
24654,323.20,235.60,104.30,,,,,,,0.40
24685,324.50,236.50,104.70,,,,,,,0.40
24716,323.20,235.60,104.30,,,,,,,-0.40
24746,322.90,235.40,104.20,,,,,,,-0.10
24777,326.00,237.60,105.20,,,,,,,1.00
24807,326.90,238.30,105.50,,,,,,,0.30
24838,327.60,238.80,105.70,,,,,,,0.20
24869,328.20,239.20,105.90,,,,,,,0.20
24898,326.90,238.30,105.50,,,,,,,-0.40
24929,326.60,238.10,105.40,,,,,,,-0.10
24959,327.60,238.80,105.70,,,,,,,0.30
24990,327.90,239.00,105.80,,,,,,,0.10
25020,327.60,238.80,105.70,,,,,,,-0.10
25051,328.50,239.50,106.00,,,,,,,0.30
25082,328.80,239.70,106.10,,,,,,,0.10
25112,330.00,240.60,106.50,,,,,,,0.40
25143,333.10,242.80,107.50,,,,,,,0.90
