"Ständige und nichtständige Wohnbevölkerung nach institutionellen Gliederungen, Geburtsort und Staatsangehörigkeit"
"2010;"">> District des Franches-Montagnes"";""Nichtständige Wohnbevölkerung"";57"
"2010;"">> District de Porrentruy"";""Ständige Wohnbevölkerung"";24145"
"2010;"">> District de Porrentruy"";""Nichtständige Wohnbevölkerung"";60"
"2011;""Schweiz"";""Ständige Wohnbevölkerung"";7954662"
"2011;""Schweiz"";""Nichtständige Wohnbevölkerung"";80729"
"2011;"">> Bezirk Affoltern"";""Ständige Wohnbevölkerung"";48958"
"2011;"">> Bezirk Affoltern"";""Nichtständige Wohnbevölkerung"";153"
"2011;"">> Bezirk Andelfingen"";""Ständige Wohnbevölkerung"";29841"
"2011;"">> Bezirk Andelfingen"";""Nichtständige Wohnbevölkerung"";130"
"2011;"">> Bezirk Bülach"";""Ständige Wohnbevölkerung"";134013"
"2011;"">> Bezirk Bülach"";""Nichtständige Wohnbevölkerung"";1314"
"2011;"">> Bezirk Dielsdorf"";""Ständige Wohnbevölkerung"";81432"
"2011;"">> Bezirk Dielsdorf"";""Nichtständige Wohnbevölkerung"";409"
"2011;"">> Bezirk Hinwil"";""Ständige Wohnbevölkerung"";89455"
"2011;"">> Bezirk Hinwil"";""Nichtständige Wohnbevölkerung"";396"
"2011;"">> Bezirk Horgen"";""Ständige Wohnbevölkerung"";117410"
"2011;"">> Bezirk Horgen"";""Nichtständige Wohnbevölkerung"";716"
"2011;"">> Bezirk Meilen"";""Ständige Wohnbevölkerung"";97649"
"2011;"">> Bezirk Meilen"";""Nichtständige Wohnbevölkerung"";474"
"2011;"">> Bezirk Pfäffikon"";""Ständige Wohnbevölkerung"";56448"
"2011;"">> Bezirk Pfäffikon"";""Nichtständige Wohnbevölkerung"";310"
"2011;"">> Bezirk Uster"";""Ständige Wohnbevölkerung"";121782"
"2011;"">> Bezirk Uster"";""Nichtständige Wohnbevölkerung"";995"
"2011;"">> Bezirk Winterthur"";""Ständige Wohnbevölkerung"";156227"
"2011;"">> Bezirk Winterthur"";""Nichtständige Wohnbevölkerung"";935"
"2011;"">> Bezirk Dietikon"";""Ständige Wohnbevölkerung"";82191"
"2011;"">> Bezirk Dietikon"";""Nichtständige Wohnbevölkerung"";569"
"2011;"">> Bezirk Zürich"";""Ständige Wohnbevölkerung"";376990"
"2011;"">> Bezirk Zürich"";""Nichtständige Wohnbevölkerung"";6343"
"2011;"">> Arrondissement administratif Jura bernois"";""Ständige Wohnbevölkerung"";51796"
"2011;"">> Arrondissement administratif Jura bernois"";""Nichtständige Wohnbevölkerung"";361"
"2011;"">> Verwaltungskreis Biel/Bienne"";""Ständige Wohnbevölkerung"";94577"
"2011;"">> Verwaltungskreis Biel/Bienne"";""Nichtständige Wohnbevölkerung"";713"
"2011;"">> Verwaltungskreis Seeland"";""Ständige Wohnbevölkerung"";68962"
"2011;"">> Verwaltungskreis Seeland"";""Nichtständige Wohnbevölkerung"";530"
"2011;"">> Verwaltungskreis Oberaargau"";""Ständige Wohnbevölkerung"";77611"
"2011;"">> Verwaltungskreis Oberaargau"";""Nichtständige Wohnbevölkerung"";421"
"2011;"">> Verwaltungskreis Emmental"";""Ständige Wohnbevölkerung"";94137"
"2011;"">> Verwaltungskreis Emmental"";""Nichtständige Wohnbevölkerung"";445"
"2011;"">> Verwaltungskreis Bern-Mittelland"";""Ständige Wohnbevölkerung"";390906"
"2011;"">> Verwaltungskreis Bern-Mittelland"";""Nichtständige Wohnbevölkerung"";3327"
"2011;"">> Verwaltungskreis Thun"";""Ständige Wohnbevölkerung"";104647"
"2011;"">> Verwaltungskreis Thun"";""Nichtständige Wohnbevölkerung"";350"
"2011;"">> Verwaltungskreis Obersimmental-Saanen"";""Ständige Wohnbevölkerung"";16826"
"2011;"">> Verwaltungskreis Obersimmental-Saanen"";""Nichtständige Wohnbevölkerung"";385"
"2011;"">> Verwaltungskreis Frutigen-Niedersimmental"";""Ständige Wohnbevölkerung"";39103"
"2011;"">> Verwaltungskreis Frutigen-Niedersimmental"";""Nichtständige Wohnbevölkerung"";196"
"2011;"">> Verwaltungskreis Interlaken-Oberhasli"";""Ständige Wohnbevölkerung"";46481"
"2011;"">> Verwaltungskreis Interlaken-Oberhasli"";""Nichtständige Wohnbevölkerung"";1008"
"2011;"">> Wahlkreis Luzern-Stadt"";""Ständige Wohnbevölkerung"";78093"
"2011;"">> Wahlkreis Luzern-Stadt"";""Nichtständige Wohnbevölkerung"";652"
"2011;"">> Wahlkreis Luzern-Land"";""Ständige Wohnbevölkerung"";96625"
"2011;"">> Wahlkreis Luzern-Land"";""Nichtständige Wohnbevölkerung"";671"
"2011;"">> Wahlkreis Hochdorf"";""Ständige Wohnbevölkerung"";67073"
"2011;"">> Wahlkreis Hochdorf"";""Nichtständige Wohnbevölkerung"";570"
"2011;"">> Wahlkreis Sursee"";""Ständige Wohnbevölkerung"";67459"
"2011;"">> Wahlkreis Sursee"";""Nichtständige Wohnbevölkerung"";333"
"2011;"">> Wahlkreis Willisau"";""Ständige Wohnbevölkerung"";49880"
"2011;"">> Wahlkreis Willisau"";""Nichtständige Wohnbevölkerung"";308"
"2011;"">> Wahlkreis Entlebuch"";""Ständige Wohnbevölkerung"";22836"
"2011;"">> Wahlkreis Entlebuch"";""Nichtständige Wohnbevölkerung"";165"
"2011;"">> Kanton Uri"";""Ständige Wohnbevölkerung"";35382"
"2011;"">> Kanton Uri"";""Nichtständige Wohnbevölkerung"";393"
"2011;"">> Bezirk Einsiedeln"";""Ständige Wohnbevölkerung"";14438"
"2011;"">> Bezirk Einsiedeln"";""Nichtständige Wohnbevölkerung"";65"
"2011;"">> Bezirk Gersau"";""Ständige Wohnbevölkerung"";2108"
"2011;"">> Bezirk Gersau"";""Nichtständige Wohnbevölkerung"";34"
"2011;"">> Bezirk Höfe"";""Ständige Wohnbevölkerung"";27550"
"2011;"">> Bezirk Höfe"";""Nichtständige Wohnbevölkerung"";299"
"2011;"">> Bezirk Küssnacht (SZ)"";""Ständige Wohnbevölkerung"";12238"
"2011;"">> Bezirk Küssnacht (SZ)"";""Nichtständige Wohnbevölkerung"";79"
"2011;"">> Bezirk March"";""Ständige Wohnbevölkerung"";39473"
"2011;"">> Bezirk March"";""Nichtständige Wohnbevölkerung"";388"
"2011;"">> Bezirk Schwyz"";""Ständige Wohnbevölkerung"";52097"
"2011;"">> Bezirk Schwyz"";""Nichtständige Wohnbevölkerung"";475"
"2011;"">> Kanton Obwalden"";""Ständige Wohnbevölkerung"";35885"
"2011;"">> Kanton Obwalden"";""Nichtständige Wohnbevölkerung"";438"
"2011;"">> Kanton Nidwalden"";""Ständige Wohnbevölkerung"";41311"
"2011;"">> Kanton Nidwalden"";""Nichtständige Wohnbevölkerung"";298"
"2011;"">> Kanton Glarus"";""Ständige Wohnbevölkerung"";39217"
"2011;"">> Kanton Glarus"";""Nichtständige Wohnbevölkerung"";617"
"2011;"">> Kanton Zug"";""Ständige Wohnbevölkerung"";115104"
"2011;"">> Kanton Zug"";""Nichtständige Wohnbevölkerung"";1331"
"2011;"">> District de la Broye"";""Ständige Wohnbevölkerung"";27544"
"2011;"">> District de la Broye"";""Nichtständige Wohnbevölkerung"";215"
"2011;"">> District de la Glâne"";""Ständige Wohnbevölkerung"";21097"
"2011;"">> District de la Glâne"";""Nichtständige Wohnbevölkerung"";118"
"2011;"">> District de la Gruyère"";""Ständige Wohnbevölkerung"";47594"
"2011;"">> District de la Gruyère"";""Nichtständige Wohnbevölkerung"";490"
"2011;"">> District de la Sarine"";""Ständige Wohnbevölkerung"";96979"
"2011;"">> District de la Sarine"";""Nichtständige Wohnbevölkerung"";1106"
"2011;"">> Bezirk See / District du Lac"";""Ständige Wohnbevölkerung"";33419"
"2011;"">> Bezirk See / District du Lac"";""Nichtständige Wohnbevölkerung"";319"
"2011;"">> Bezirk Sense"";""Ständige Wohnbevölkerung"";41533"
"2011;"">> Bezirk Sense"";""Nichtständige Wohnbevölkerung"";75"
"2011;"">> District de la Veveyse"";""Ständige Wohnbevölkerung"";16502"
"2011;"">> District de la Veveyse"";""Nichtständige Wohnbevölkerung"";75"
"2011;"">> Bezirk Gäu"";""Ständige Wohnbevölkerung"";18467"
"2011;"">> Bezirk Gäu"";""Nichtständige Wohnbevölkerung"";180"
"2011;"">> Bezirk Thal"";""Ständige Wohnbevölkerung"";14160"
"2011;"">> Bezirk Thal"";""Nichtständige Wohnbevölkerung"";50"
"2011;"">> Bezirk Bucheggberg"";""Ständige Wohnbevölkerung"";7542"
"2011;"">> Bezirk Bucheggberg"";""Nichtständige Wohnbevölkerung"";40"
"2011;"">> Bezirk Dorneck"";""Ständige Wohnbevölkerung"";19632"
"2011;"">> Bezirk Dorneck"";""Nichtständige Wohnbevölkerung"";120"
"2011;"">> Bezirk Gösgen"";""Ständige Wohnbevölkerung"";23270"
"2011;"">> Bezirk Gösgen"";""Nichtständige Wohnbevölkerung"";156"
"2011;"">> Bezirk Wasseramt"";""Ständige Wohnbevölkerung"";48499"
"2011;"">> Bezirk Wasseramt"";""Nichtständige Wohnbevölkerung"";245"
"2011;"">> Bezirk Lebern"";""Ständige Wohnbevölkerung"";43475"
"2011;"">> Bezirk Lebern"";""Nichtständige Wohnbevölkerung"";268"
"2011;"">> Bezirk Olten"";""Ständige Wohnbevölkerung"";51717"
"2011;"">> Bezirk Olten"";""Nichtständige Wohnbevölkerung"";503"
"2011;"">> Bezirk Solothurn"";""Ständige Wohnbevölkerung"";16301"
"2011;"">> Bezirk Solothurn"";""Nichtständige Wohnbevölkerung"";142"
"2011;"">> Bezirk Thierstein"";""Ständige Wohnbevölkerung"";13927"
"2011;"">> Bezirk Thierstein"";""Nichtständige Wohnbevölkerung"";39"
"2011;"">> Kanton Basel-Stadt"";""Ständige Wohnbevölkerung"";186255"
"2011;"">> Kanton Basel-Stadt"";""Nichtständige Wohnbevölkerung"";3110"
"2011;"">> Bezirk Arlesheim"";""Ständige Wohnbevölkerung"";149731"
"2011;"">> Bezirk Arlesheim"";""Nichtständige Wohnbevölkerung"";983"
"2011;"">> Bezirk Laufen"";""Ständige Wohnbevölkerung"";19012"
"2011;"">> Bezirk Laufen"";""Nichtständige Wohnbevölkerung"";93"
"2011;"">> Bezirk Liestal"";""Ständige Wohnbevölkerung"";57181"
"2011;"">> Bezirk Liestal"";""Nichtständige Wohnbevölkerung"";383"
"2011;"">> Bezirk Sissach"";""Ständige Wohnbevölkerung"";33882"
"2011;"">> Bezirk Sissach"";""Nichtständige Wohnbevölkerung"";114"
"2011;"">> Bezirk Waldenburg"";""Ständige Wohnbevölkerung"";15554"
"2011;"">> Bezirk Waldenburg"";""Nichtständige Wohnbevölkerung"";81"
"2011;"">> Bezirk Oberklettgau"";""Ständige Wohnbevölkerung"";4110"
"2011;"">> Bezirk Oberklettgau"";""Nichtständige Wohnbevölkerung"";25"
"2011;"">> Bezirk Reiat"";""Ständige Wohnbevölkerung"";8170"
"2011;"">> Bezirk Reiat"";""Nichtständige Wohnbevölkerung"";67"
"2011;"">> Bezirk Schaffhausen"";""Ständige Wohnbevölkerung"";51852"
"2011;"">> Bezirk Schaffhausen"";""Nichtständige Wohnbevölkerung"";566"
"2011;"">> Bezirk Schleitheim"";""Ständige Wohnbevölkerung"";2997"
"2011;"">> Bezirk Schleitheim"";""Nichtständige Wohnbevölkerung"";42"
"2011;"">> Bezirk Stein"";""Ständige Wohnbevölkerung"";5251"
"2011;"">> Bezirk Stein"";""Nichtständige Wohnbevölkerung"";133"
"2011;"">> Bezirk Unterklettgau"";""Ständige Wohnbevölkerung"";4759"
"2011;"">> Bezirk Unterklettgau"";""Nichtständige Wohnbevölkerung"";27"
"2011;"">> Bezirk Hinterland"";""Ständige Wohnbevölkerung"";23562"
"2011;"">> Bezirk Hinterland"";""Nichtständige Wohnbevölkerung"";84"
"2011;"">> Bezirk Mittelland"";""Ständige Wohnbevölkerung"";16441"
"2011;"">> Bezirk Mittelland"";""Nichtständige Wohnbevölkerung"";52"
"2011;"">> Bezirk Vorderland"";""Ständige Wohnbevölkerung"";13310"
"2011;"">> Bezirk Vorderland"";""Nichtständige Wohnbevölkerung"";117"
"2011;"">> Kanton Appenzell Innerrhoden"";""Ständige Wohnbevölkerung"";15743"
"2011;"">> Kanton Appenzell Innerrhoden"";""Nichtständige Wohnbevölkerung"";51"
"2011;"">> Wahlkreis St. Gallen"";""Ständige Wohnbevölkerung"";118761"
"2011;"">> Wahlkreis St. Gallen"";""Nichtständige Wohnbevölkerung"";742"
"2011;"">> Wahlkreis Rorschach"";""Ständige Wohnbevölkerung"";41275"
"2011;"">> Wahlkreis Rorschach"";""Nichtständige Wohnbevölkerung"";368"
"2011;"">> Wahlkreis Rheintal"";""Ständige Wohnbevölkerung"";68238"
"2011;"">> Wahlkreis Rheintal"";""Nichtständige Wohnbevölkerung"";618"
"2011;"">> Wahlkreis Werdenberg"";""Ständige Wohnbevölkerung"";36091"
"2011;"">> Wahlkreis Werdenberg"";""Nichtständige Wohnbevölkerung"";228"
"2011;"">> Wahlkreis Sarganserland"";""Ständige Wohnbevölkerung"";38421"
"2011;"">> Wahlkreis Sarganserland"";""Nichtständige Wohnbevölkerung"";271"
"2011;"">> Wahlkreis See-Gaster"";""Ständige Wohnbevölkerung"";63106"
"2011;"">> Wahlkreis See-Gaster"";""Nichtständige Wohnbevölkerung"";328"
"2011;"">> Wahlkreis Toggenburg"";""Ständige Wohnbevölkerung"";45070"
"2011;"">> Wahlkreis Toggenburg"";""Nichtständige Wohnbevölkerung"";285"
"2011;"">> Wahlkreis Wil"";""Ständige Wohnbevölkerung"";72194"
"2011;"">> Wahlkreis Wil"";""Nichtständige Wohnbevölkerung"";384"
"2011;"">> Bezirk Albula"";""Ständige Wohnbevölkerung"";8160"
"2011;"">> Bezirk Albula"";""Nichtständige Wohnbevölkerung"";501"
"2011;"">> Distretto di Bernina"";""Ständige Wohnbevölkerung"";4703"
"2011;"">> Distretto di Bernina"";""Nichtständige Wohnbevölkerung"";52"
"2011;"">> Bezirk Hinterrhein"";""Ständige Wohnbevölkerung"";12774"
"2011;"">> Bezirk Hinterrhein"";""Nichtständige Wohnbevölkerung"";173"
"2011;"">> Bezirk Imboden"";""Ständige Wohnbevölkerung"";18993"
"2011;"">> Bezirk Imboden"";""Nichtständige Wohnbevölkerung"";310"
"2011;"">> Bezirk Inn"";""Ständige Wohnbevölkerung"";9576"
"2011;"">> Bezirk Inn"";""Nichtständige Wohnbevölkerung"";773"
"2011;"">> Bezirk Landquart"";""Ständige Wohnbevölkerung"";24331"
"2011;"">> Bezirk Landquart"";""Nichtständige Wohnbevölkerung"";126"
"2011;"">> Bezirk Maloja / Distretto di Maloggia"";""Ständige Wohnbevölkerung"";18830"
"2011;"">> Bezirk Maloja / Distretto di Maloggia"";""Nichtständige Wohnbevölkerung"";2829"
"2011;"">> Distretto di Moesa"";""Ständige Wohnbevölkerung"";7997"
"2011;"">> Distretto di Moesa"";""Nichtständige Wohnbevölkerung"";77"
"2011;"">> Bezirk Plessur"";""Ständige Wohnbevölkerung"";40256"
"2011;"">> Bezirk Plessur"";""Nichtständige Wohnbevölkerung"";1427"
"2011;"">> Bezirk Prättigau-Davos"";""Ständige Wohnbevölkerung"";26184"
"2011;"">> Bezirk Prättigau-Davos"";""Nichtständige Wohnbevölkerung"";1357"
"2011;"">> Bezirk Surselva"";""Ständige Wohnbevölkerung"";21584"
"2011;"">> Bezirk Surselva"";""Nichtständige Wohnbevölkerung"";783"
"2011;"">> Bezirk Aarau"";""Ständige Wohnbevölkerung"";71745"
"2011;"">> Bezirk Aarau"";""Nichtständige Wohnbevölkerung"";659"
"2011;"">> Bezirk Baden"";""Ständige Wohnbevölkerung"";132740"
"2011;"">> Bezirk Baden"";""Nichtständige Wohnbevölkerung"";1278"
"2011;"">> Bezirk Bremgarten"";""Ständige Wohnbevölkerung"";69952"
"2011;"">> Bezirk Bremgarten"";""Nichtständige Wohnbevölkerung"";297"
"2011;"">> Bezirk Brugg"";""Ständige Wohnbevölkerung"";47062"
"2011;"">> Bezirk Brugg"";""Nichtständige Wohnbevölkerung"";322"
"2011;"">> Bezirk Kulm"";""Ständige Wohnbevölkerung"";38130"
"2011;"">> Bezirk Kulm"";""Nichtständige Wohnbevölkerung"";345"
"2011;"">> Bezirk Laufenburg"";""Ständige Wohnbevölkerung"";29654"
"2011;"">> Bezirk Laufenburg"";""Nichtständige Wohnbevölkerung"";179"
"2011;"">> Bezirk Lenzburg"";""Ständige Wohnbevölkerung"";54248"
"2011;"">> Bezirk Lenzburg"";""Nichtständige Wohnbevölkerung"";299"
"2011;"">> Bezirk Muri"";""Ständige Wohnbevölkerung"";32843"
"2011;"">> Bezirk Muri"";""Nichtständige Wohnbevölkerung"";193"
"2011;"">> Bezirk Rheinfelden"";""Ständige Wohnbevölkerung"";44208"
"2011;"">> Bezirk Rheinfelden"";""Nichtständige Wohnbevölkerung"";457"
"2011;"">> Bezirk Zofingen"";""Ständige Wohnbevölkerung"";65550"
"2011;"">> Bezirk Zofingen"";""Nichtständige Wohnbevölkerung"";458"
"2011;"">> Bezirk Zurzach"";""Ständige Wohnbevölkerung"";32166"
"2011;"">> Bezirk Zurzach"";""Nichtständige Wohnbevölkerung"";401"
"2011;"">> Bezirk Arbon"";""Ständige Wohnbevölkerung"";52633"
"2011;"">> Bezirk Arbon"";""Nichtständige Wohnbevölkerung"";505"
"2011;"">> Bezirk Frauenfeld"";""Ständige Wohnbevölkerung"";62415"
"2011;"">> Bezirk Frauenfeld"";""Nichtständige Wohnbevölkerung"";641"
"2011;"">> Bezirk Kreuzlingen"";""Ständige Wohnbevölkerung"";43258"
"2011;"">> Bezirk Kreuzlingen"";""Nichtständige Wohnbevölkerung"";593"
"2011;"">> Bezirk Münchwilen"";""Ständige Wohnbevölkerung"";42815"
"2011;"">> Bezirk Münchwilen"";""Nichtständige Wohnbevölkerung"";153"
"2011;"">> Bezirk Weinfelden"";""Ständige Wohnbevölkerung"";50852"
"2011;"">> Bezirk Weinfelden"";""Nichtständige Wohnbevölkerung"";460"
"2011;"">> Distretto di Bellinzona"";""Ständige Wohnbevölkerung"";48871"
"2011;"">> Distretto di Bellinzona"";""Nichtständige Wohnbevölkerung"";242"
"2011;"">> Distretto di Blenio"";""Ständige Wohnbevölkerung"";5477"
"2011;"">> Distretto di Blenio"";""Nichtständige Wohnbevölkerung"";37"
"2011;"">> Distretto di Leventina"";""Ständige Wohnbevölkerung"";9554"
"2011;"">> Distretto di Leventina"";""Nichtständige Wohnbevölkerung"";109"
"2011;"">> Distretto di Locarno"";""Ständige Wohnbevölkerung"";62275"
"2011;"">> Distretto di Locarno"";""Nichtständige Wohnbevölkerung"";336"
"2011;"">> Distretto di Lugano"";""Ständige Wohnbevölkerung"";143390"
"2011;"">> Distretto di Lugano"";""Nichtständige Wohnbevölkerung"";1130"
"2011;"">> Distretto di Mendrisio"";""Ständige Wohnbevölkerung"";49022"
"2011;"">> Distretto di Mendrisio"";""Nichtständige Wohnbevölkerung"";410"
"2011;"">> Distretto di Riviera"";""Ständige Wohnbevölkerung"";12559"
"2011;"">> Distretto di Riviera"";""Nichtständige Wohnbevölkerung"";59"
"2011;"">> Distretto di Vallemaggia"";""Ständige Wohnbevölkerung"";5795"
"2011;"">> Distretto di Vallemaggia"";""Nichtständige Wohnbevölkerung"";13"
"2011;"">> District d'Aigle"";""Ständige Wohnbevölkerung"";41063"
"2011;"">> District d'Aigle"";""Nichtständige Wohnbevölkerung"";945"
"2011;"">> District de la Broye-Vully"";""Ständige Wohnbevölkerung"";37243"
"2011;"">> District de la Broye-Vully"";""Nichtständige Wohnbevölkerung"";377"
"2011;"">> District du Gros-de-Vaud"";""Ständige Wohnbevölkerung"";38984"
"2011;"">> District du Gros-de-Vaud"";""Nichtständige Wohnbevölkerung"";183"
"2011;"">> District du Jura-Nord vaudois"";""Ständige Wohnbevölkerung"";83028"
"2011;"">> District du Jura-Nord vaudois"";""Nichtständige Wohnbevölkerung"";725"
"2011;"">> District de Lausanne"";""Ständige Wohnbevölkerung"";152817"
"2011;"">> District de Lausanne"";""Nichtständige Wohnbevölkerung"";2501"
"2011;"">> District de Lavaux-Oron"";""Ständige Wohnbevölkerung"";56645"
"2011;"">> District de Lavaux-Oron"";""Nichtständige Wohnbevölkerung"";311"
"2011;"">> District de Morges"";""Ständige Wohnbevölkerung"";74927"
"2011;"">> District de Morges"";""Nichtständige Wohnbevölkerung"";429"
"2011;"">> District de Nyon"";""Ständige Wohnbevölkerung"";91478"
"2011;"">> District de Nyon"";""Nichtständige Wohnbevölkerung"";730"
"2011;"">> District de l'Ouest lausannois"";""Ständige Wohnbevölkerung"";69366"
"2011;"">> District de l'Ouest lausannois"";""Nichtständige Wohnbevölkerung"";1100"
"2011;"">> District de la Riviera-Pays-d'Enhaut"";""Ständige Wohnbevölkerung"";80393"
"2011;"">> District de la Riviera-Pays-d'Enhaut"";""Nichtständige Wohnbevölkerung"";1359"
"2011;"">> Bezirk Brig"";""Ständige Wohnbevölkerung"";25137"
"2011;"">> Bezirk Brig"";""Nichtständige Wohnbevölkerung"";195"
"2011;"">> District de Conthey"";""Ständige Wohnbevölkerung"";24824"
"2011;"">> District de Conthey"";""Nichtständige Wohnbevölkerung"";477"
"2011;"">> District d'Entremont"";""Ständige Wohnbevölkerung"";14410"
"2011;"">> District d'Entremont"";""Nichtständige Wohnbevölkerung"";1168"
"2011;"">> Bezirk Goms"";""Ständige Wohnbevölkerung"";4716"
"2011;"">> Bezirk Goms"";""Nichtständige Wohnbevölkerung"";188"
"2011;"">> District d'Hérens"";""Ständige Wohnbevölkerung"";10542"
"2011;"">> District d'Hérens"";""Nichtständige Wohnbevölkerung"";242"
"2011;"">> Bezirk Leuk"";""Ständige Wohnbevölkerung"";12249"
"2011;"">> Bezirk Leuk"";""Nichtständige Wohnbevölkerung"";244"
"2011;"">> District de Martigny"";""Ständige Wohnbevölkerung"";42257"
"2011;"">> District de Martigny"";""Nichtständige Wohnbevölkerung"";622"
"2011;"">> District de Monthey"";""Ständige Wohnbevölkerung"";41694"
"2011;"">> District de Monthey"";""Nichtständige Wohnbevölkerung"";523"
"2011;"">> Bezirk Raron"";""Ständige Wohnbevölkerung"";10842"
"2011;"">> Bezirk Raron"";""Nichtständige Wohnbevölkerung"";264"
"2011;"">> District de Saint-Maurice"";""Ständige Wohnbevölkerung"";12559"
"2011;"">> District de Saint-Maurice"";""Nichtständige Wohnbevölkerung"";177"
"2011;"">> District de Sierre"";""Ständige Wohnbevölkerung"";46644"
"2011;"">> District de Sierre"";""Nichtständige Wohnbevölkerung"";1034"
"2011;"">> District de Sion"";""Ständige Wohnbevölkerung"";42959"
"2011;"">> District de Sion"";""Nichtständige Wohnbevölkerung"";479"
"2011;"">> Bezirk Visp"";""Ständige Wohnbevölkerung"";28189"
"2011;"">> Bezirk Visp"";""Nichtständige Wohnbevölkerung"";2208"
"2011;"">> District de Boudry"";""Ständige Wohnbevölkerung"";38845"
"2011;"">> District de Boudry"";""Nichtständige Wohnbevölkerung"";174"
"2011;"">> District de la Chaux-de-Fonds"";""Ständige Wohnbevölkerung"";39034"
"2011;"">> District de la Chaux-de-Fonds"";""Nichtständige Wohnbevölkerung"";254"
"2011;"">> District du Locle"";""Ständige Wohnbevölkerung"";14108"
"2011;"">> District du Locle"";""Nichtständige Wohnbevölkerung"";61"
"2011;"">> District de Neuchâtel"";""Ständige Wohnbevölkerung"";53223"
"2011;"">> District de Neuchâtel"";""Nichtständige Wohnbevölkerung"";444"
"2011;"">> District du Val-de-Ruz"";""Ständige Wohnbevölkerung"";15993"
"2011;"">> District du Val-de-Ruz"";""Nichtständige Wohnbevölkerung"";150"
"2011;"">> District du Val-de-Travers"";""Ständige Wohnbevölkerung"";11980"
"2011;"">> District du Val-de-Travers"";""Nichtständige Wohnbevölkerung"";107"
"2011;"">> Canton de Genève"";""Ständige Wohnbevölkerung"";460534"
"2011;"">> Canton de Genève"";""Nichtständige Wohnbevölkerung"";3830"
"2011;"">> District de Delémont"";""Ständige Wohnbevölkerung"";36330"
"2011;"">> District de Delémont"";""Nichtständige Wohnbevölkerung"";201"
"2011;"">> District des Franches-Montagnes"";""Ständige Wohnbevölkerung"";10028"
