"Ständige und nichtständige Wohnbevölkerung nach institutionellen Gliederungen, Geburtsort und Staatsangehörigkeit"
"2011;"">> District des Franches-Montagnes"";""Nichtständige Wohnbevölkerung"";75"
"2011;"">> District de Porrentruy"";""Ständige Wohnbevölkerung"";24184"
"2011;"">> District de Porrentruy"";""Nichtständige Wohnbevölkerung"";79"
"2012;""Schweiz"";""Ständige Wohnbevölkerung"";8039060"
"2012;""Schweiz"";""Nichtständige Wohnbevölkerung"";84661"
"2012;"">> Bezirk Affoltern"";""Ständige Wohnbevölkerung"";49446"
"2012;"">> Bezirk Affoltern"";""Nichtständige Wohnbevölkerung"";220"
"2012;"">> Bezirk Andelfingen"";""Ständige Wohnbevölkerung"";30032"
"2012;"">> Bezirk Andelfingen"";""Nichtständige Wohnbevölkerung"";143"
"2012;"">> Bezirk Bülach"";""Ständige Wohnbevölkerung"";135985"
"2012;"">> Bezirk Bülach"";""Nichtständige Wohnbevölkerung"";1439"
"2012;"">> Bezirk Dielsdorf"";""Ständige Wohnbevölkerung"";82657"
"2012;"">> Bezirk Dielsdorf"";""Nichtständige Wohnbevölkerung"";435"
"2012;"">> Bezirk Hinwil"";""Ständige Wohnbevölkerung"";90740"
"2012;"">> Bezirk Hinwil"";""Nichtständige Wohnbevölkerung"";373"
"2012;"">> Bezirk Horgen"";""Ständige Wohnbevölkerung"";118718"
"2012;"">> Bezirk Horgen"";""Nichtständige Wohnbevölkerung"";700"
"2012;"">> Bezirk Meilen"";""Ständige Wohnbevölkerung"";98090"
"2012;"">> Bezirk Meilen"";""Nichtständige Wohnbevölkerung"";387"
"2012;"">> Bezirk Pfäffikon"";""Ständige Wohnbevölkerung"";57336"
"2012;"">> Bezirk Pfäffikon"";""Nichtständige Wohnbevölkerung"";310"
"2012;"">> Bezirk Uster"";""Ständige Wohnbevölkerung"";122862"
"2012;"">> Bezirk Uster"";""Nichtständige Wohnbevölkerung"";1012"
"2012;"">> Bezirk Winterthur"";""Ständige Wohnbevölkerung"";158162"
"2012;"">> Bezirk Winterthur"";""Nichtständige Wohnbevölkerung"";982"
"2012;"">> Bezirk Dietikon"";""Ständige Wohnbevölkerung"";83770"
"2012;"">> Bezirk Dietikon"";""Nichtständige Wohnbevölkerung"";665"
"2012;"">> Bezirk Zürich"";""Ständige Wohnbevölkerung"";380777"
"2012;"">> Bezirk Zürich"";""Nichtständige Wohnbevölkerung"";6212"
"2012;"">> Arrondissement administratif Jura bernois"";""Ständige Wohnbevölkerung"";52251"
"2012;"">> Arrondissement administratif Jura bernois"";""Nichtständige Wohnbevölkerung"";414"
"2012;"">> Verwaltungskreis Biel/Bienne"";""Ständige Wohnbevölkerung"";95718"
"2012;"">> Verwaltungskreis Biel/Bienne"";""Nichtständige Wohnbevölkerung"";932"
"2012;"">> Verwaltungskreis Seeland"";""Ständige Wohnbevölkerung"";69501"
"2012;"">> Verwaltungskreis Seeland"";""Nichtständige Wohnbevölkerung"";602"
"2012;"">> Verwaltungskreis Oberaargau"";""Ständige Wohnbevölkerung"";77964"
"2012;"">> Verwaltungskreis Oberaargau"";""Nichtständige Wohnbevölkerung"";451"
"2012;"">> Verwaltungskreis Emmental"";""Ständige Wohnbevölkerung"";94525"
"2012;"">> Verwaltungskreis Emmental"";""Nichtständige Wohnbevölkerung"";417"
"2012;"">> Verwaltungskreis Bern-Mittelland"";""Ständige Wohnbevölkerung"";395006"
"2012;"">> Verwaltungskreis Bern-Mittelland"";""Nichtständige Wohnbevölkerung"";3748"
"2012;"">> Verwaltungskreis Thun"";""Ständige Wohnbevölkerung"";104960"
"2012;"">> Verwaltungskreis Thun"";""Nichtständige Wohnbevölkerung"";390"
"2012;"">> Verwaltungskreis Obersimmental-Saanen"";""Ständige Wohnbevölkerung"";16697"
"2012;"">> Verwaltungskreis Obersimmental-Saanen"";""Nichtständige Wohnbevölkerung"";452"
"2012;"">> Verwaltungskreis Frutigen-Niedersimmental"";""Ständige Wohnbevölkerung"";39347"
"2012;"">> Verwaltungskreis Frutigen-Niedersimmental"";""Nichtständige Wohnbevölkerung"";260"
"2012;"">> Verwaltungskreis Interlaken-Oberhasli"";""Ständige Wohnbevölkerung"";46648"
"2012;"">> Verwaltungskreis Interlaken-Oberhasli"";""Nichtständige Wohnbevölkerung"";1096"
"2012;"">> Wahlkreis Luzern-Stadt"";""Ständige Wohnbevölkerung"";79478"
"2012;"">> Wahlkreis Luzern-Stadt"";""Nichtständige Wohnbevölkerung"";792"
"2012;"">> Wahlkreis Luzern-Land"";""Ständige Wohnbevölkerung"";97232"
"2012;"">> Wahlkreis Luzern-Land"";""Nichtständige Wohnbevölkerung"";702"
"2012;"">> Wahlkreis Hochdorf"";""Ständige Wohnbevölkerung"";67818"
"2012;"">> Wahlkreis Hochdorf"";""Nichtständige Wohnbevölkerung"";540"
"2012;"">> Wahlkreis Sursee"";""Ständige Wohnbevölkerung"";68230"
"2012;"">> Wahlkreis Sursee"";""Nichtständige Wohnbevölkerung"";391"
"2012;"">> Wahlkreis Willisau"";""Ständige Wohnbevölkerung"";50432"
"2012;"">> Wahlkreis Willisau"";""Nichtständige Wohnbevölkerung"";337"
"2012;"">> Wahlkreis Entlebuch"";""Ständige Wohnbevölkerung"";22892"
"2012;"">> Wahlkreis Entlebuch"";""Nichtständige Wohnbevölkerung"";160"
"2012;"">> Kanton Uri"";""Ständige Wohnbevölkerung"";35693"
"2012;"">> Kanton Uri"";""Nichtständige Wohnbevölkerung"";442"
"2012;"">> Bezirk Einsiedeln"";""Ständige Wohnbevölkerung"";14632"
"2012;"">> Bezirk Einsiedeln"";""Nichtständige Wohnbevölkerung"";159"
"2012;"">> Bezirk Gersau"";""Ständige Wohnbevölkerung"";2118"
"2012;"">> Bezirk Gersau"";""Nichtständige Wohnbevölkerung"";35"
"2012;"">> Bezirk Höfe"";""Ständige Wohnbevölkerung"";27754"
"2012;"">> Bezirk Höfe"";""Nichtständige Wohnbevölkerung"";348"
"2012;"">> Bezirk Küssnacht (SZ)"";""Ständige Wohnbevölkerung"";12401"
"2012;"">> Bezirk Küssnacht (SZ)"";""Nichtständige Wohnbevölkerung"";96"
"2012;"">> Bezirk March"";""Ständige Wohnbevölkerung"";40221"
"2012;"">> Bezirk March"";""Nichtständige Wohnbevölkerung"";365"
"2012;"">> Bezirk Schwyz"";""Ständige Wohnbevölkerung"";52704"
"2012;"">> Bezirk Schwyz"";""Nichtständige Wohnbevölkerung"";503"
"2012;"">> Kanton Obwalden"";""Ständige Wohnbevölkerung"";36115"
"2012;"">> Kanton Obwalden"";""Nichtständige Wohnbevölkerung"";423"
"2012;"">> Kanton Nidwalden"";""Ständige Wohnbevölkerung"";41584"
"2012;"">> Kanton Nidwalden"";""Nichtständige Wohnbevölkerung"";302"
"2012;"">> Kanton Glarus"";""Ständige Wohnbevölkerung"";39369"
"2012;"">> Kanton Glarus"";""Nichtständige Wohnbevölkerung"";674"
"2012;"">> Kanton Zug"";""Ständige Wohnbevölkerung"";116575"
"2012;"">> Kanton Zug"";""Nichtständige Wohnbevölkerung"";1500"
"2012;"">> District de la Broye"";""Ständige Wohnbevölkerung"";28448"
"2012;"">> District de la Broye"";""Nichtständige Wohnbevölkerung"";183"
"2012;"">> District de la Glâne"";""Ständige Wohnbevölkerung"";21790"
"2012;"">> District de la Glâne"";""Nichtständige Wohnbevölkerung"";103"
"2012;"">> District de la Gruyère"";""Ständige Wohnbevölkerung"";49022"
"2012;"">> District de la Gruyère"";""Nichtständige Wohnbevölkerung"";509"
"2012;"">> District de la Sarine"";""Ständige Wohnbevölkerung"";99245"
"2012;"">> District de la Sarine"";""Nichtständige Wohnbevölkerung"";1196"
"2012;"">> Bezirk See / District du Lac"";""Ständige Wohnbevölkerung"";33924"
"2012;"">> Bezirk See / District du Lac"";""Nichtständige Wohnbevölkerung"";274"
"2012;"">> Bezirk Sense"";""Ständige Wohnbevölkerung"";42014"
"2012;"">> Bezirk Sense"";""Nichtständige Wohnbevölkerung"";162"
"2012;"">> District de la Veveyse"";""Ständige Wohnbevölkerung"";16952"
"2012;"">> District de la Veveyse"";""Nichtständige Wohnbevölkerung"";78"
"2012;"">> Bezirk Gäu"";""Ständige Wohnbevölkerung"";19054"
"2012;"">> Bezirk Gäu"";""Nichtständige Wohnbevölkerung"";155"
"2012;"">> Bezirk Thal"";""Ständige Wohnbevölkerung"";14220"
"2012;"">> Bezirk Thal"";""Nichtständige Wohnbevölkerung"";79"
"2012;"">> Bezirk Bucheggberg"";""Ständige Wohnbevölkerung"";7560"
"2012;"">> Bezirk Bucheggberg"";""Nichtständige Wohnbevölkerung"";40"
"2012;"">> Bezirk Dorneck"";""Ständige Wohnbevölkerung"";19789"
"2012;"">> Bezirk Dorneck"";""Nichtständige Wohnbevölkerung"";120"
"2012;"">> Bezirk Gösgen"";""Ständige Wohnbevölkerung"";23433"
"2012;"">> Bezirk Gösgen"";""Nichtständige Wohnbevölkerung"";185"
"2012;"">> Bezirk Wasseramt"";""Ständige Wohnbevölkerung"";48962"
"2012;"">> Bezirk Wasseramt"";""Nichtständige Wohnbevölkerung"";225"
"2012;"">> Bezirk Lebern"";""Ständige Wohnbevölkerung"";43766"
"2012;"">> Bezirk Lebern"";""Nichtständige Wohnbevölkerung"";267"
"2012;"">> Bezirk Olten"";""Ständige Wohnbevölkerung"";52052"
"2012;"">> Bezirk Olten"";""Nichtständige Wohnbevölkerung"";497"
"2012;"">> Bezirk Solothurn"";""Ständige Wohnbevölkerung"";16465"
"2012;"">> Bezirk Solothurn"";""Nichtständige Wohnbevölkerung"";136"
"2012;"">> Bezirk Thierstein"";""Ständige Wohnbevölkerung"";13982"
"2012;"">> Bezirk Thierstein"";""Nichtständige Wohnbevölkerung"";64"
"2012;"">> Kanton Basel-Stadt"";""Ständige Wohnbevölkerung"";187425"
"2012;"">> Kanton Basel-Stadt"";""Nichtständige Wohnbevölkerung"";3315"
"2012;"">> Bezirk Arlesheim"";""Ständige Wohnbevölkerung"";150386"
"2012;"">> Bezirk Arlesheim"";""Nichtständige Wohnbevölkerung"";722"
"2012;"">> Bezirk Laufen"";""Ständige Wohnbevölkerung"";19057"
"2012;"">> Bezirk Laufen"";""Nichtständige Wohnbevölkerung"";101"
"2012;"">> Bezirk Liestal"";""Ständige Wohnbevölkerung"";57547"
"2012;"">> Bezirk Liestal"";""Nichtständige Wohnbevölkerung"";314"
"2012;"">> Bezirk Sissach"";""Ständige Wohnbevölkerung"";33991"
"2012;"">> Bezirk Sissach"";""Nichtständige Wohnbevölkerung"";142"
"2012;"">> Bezirk Waldenburg"";""Ständige Wohnbevölkerung"";15556"
"2012;"">> Bezirk Waldenburg"";""Nichtständige Wohnbevölkerung"";91"
"2012;"">> Bezirk Oberklettgau"";""Ständige Wohnbevölkerung"";4152"
"2012;"">> Bezirk Oberklettgau"";""Nichtständige Wohnbevölkerung"";13"
"2012;"">> Bezirk Reiat"";""Ständige Wohnbevölkerung"";8267"
"2012;"">> Bezirk Reiat"";""Nichtständige Wohnbevölkerung"";61"
"2012;"">> Bezirk Schaffhausen"";""Ständige Wohnbevölkerung"";52344"
"2012;"">> Bezirk Schaffhausen"";""Nichtständige Wohnbevölkerung"";481"
"2012;"">> Bezirk Schleitheim"";""Ständige Wohnbevölkerung"";3007"
"2012;"">> Bezirk Schleitheim"";""Nichtständige Wohnbevölkerung"";34"
"2012;"">> Bezirk Stein"";""Ständige Wohnbevölkerung"";5391"
"2012;"">> Bezirk Stein"";""Nichtständige Wohnbevölkerung"";127"
"2012;"">> Bezirk Unterklettgau"";""Ständige Wohnbevölkerung"";4794"
"2012;"">> Bezirk Unterklettgau"";""Nichtständige Wohnbevölkerung"";17"
"2012;"">> Bezirk Hinterland"";""Ständige Wohnbevölkerung"";23540"
"2012;"">> Bezirk Hinterland"";""Nichtständige Wohnbevölkerung"";94"
"2012;"">> Bezirk Mittelland"";""Ständige Wohnbevölkerung"";16560"
"2012;"">> Bezirk Mittelland"";""Nichtständige Wohnbevölkerung"";62"
"2012;"">> Bezirk Vorderland"";""Ständige Wohnbevölkerung"";13338"
"2012;"">> Bezirk Vorderland"";""Nichtständige Wohnbevölkerung"";130"
"2012;"">> Kanton Appenzell Innerrhoden"";""Ständige Wohnbevölkerung"";15717"
"2012;"">> Kanton Appenzell Innerrhoden"";""Nichtständige Wohnbevölkerung"";77"
"2012;"">> Wahlkreis St. Gallen"";""Ständige Wohnbevölkerung"";119598"
"2012;"">> Wahlkreis St. Gallen"";""Nichtständige Wohnbevölkerung"";871"
"2012;"">> Wahlkreis Rorschach"";""Ständige Wohnbevölkerung"";41585"
"2012;"">> Wahlkreis Rorschach"";""Nichtständige Wohnbevölkerung"";360"
"2012;"">> Wahlkreis Rheintal"";""Ständige Wohnbevölkerung"";68792"
"2012;"">> Wahlkreis Rheintal"";""Nichtständige Wohnbevölkerung"";769"
"2012;"">> Wahlkreis Werdenberg"";""Ständige Wohnbevölkerung"";36447"
"2012;"">> Wahlkreis Werdenberg"";""Nichtständige Wohnbevölkerung"";261"
"2012;"">> Wahlkreis Sarganserland"";""Ständige Wohnbevölkerung"";39077"
"2012;"">> Wahlkreis Sarganserland"";""Nichtständige Wohnbevölkerung"";298"
"2012;"">> Wahlkreis See-Gaster"";""Ständige Wohnbevölkerung"";63669"
"2012;"">> Wahlkreis See-Gaster"";""Nichtständige Wohnbevölkerung"";340"
"2012;"">> Wahlkreis Toggenburg"";""Ständige Wohnbevölkerung"";45084"
"2012;"">> Wahlkreis Toggenburg"";""Nichtständige Wohnbevölkerung"";364"
"2012;"">> Wahlkreis Wil"";""Ständige Wohnbevölkerung"";72808"
"2012;"">> Wahlkreis Wil"";""Nichtständige Wohnbevölkerung"";416"
"2012;"">> Bezirk Albula"";""Ständige Wohnbevölkerung"";8212"
"2012;"">> Bezirk Albula"";""Nichtständige Wohnbevölkerung"";546"
"2012;"">> Distretto di Bernina"";""Ständige Wohnbevölkerung"";4690"
"2012;"">> Distretto di Bernina"";""Nichtständige Wohnbevölkerung"";44"
"2012;"">> Bezirk Hinterrhein"";""Ständige Wohnbevölkerung"";13003"
"2012;"">> Bezirk Hinterrhein"";""Nichtständige Wohnbevölkerung"";244"
"2012;"">> Bezirk Imboden"";""Ständige Wohnbevölkerung"";19181"
"2012;"">> Bezirk Imboden"";""Nichtständige Wohnbevölkerung"";339"
"2012;"">> Bezirk Inn"";""Ständige Wohnbevölkerung"";9574"
"2012;"">> Bezirk Inn"";""Nichtständige Wohnbevölkerung"";749"
"2012;"">> Bezirk Landquart"";""Ständige Wohnbevölkerung"";24517"
"2012;"">> Bezirk Landquart"";""Nichtständige Wohnbevölkerung"";134"
"2012;"">> Bezirk Maloja / Distretto di Maloggia"";""Ständige Wohnbevölkerung"";18733"
"2012;"">> Bezirk Maloja / Distretto di Maloggia"";""Nichtständige Wohnbevölkerung"";2630"
"2012;"">> Distretto di Moesa"";""Ständige Wohnbevölkerung"";8146"
"2012;"">> Distretto di Moesa"";""Nichtständige Wohnbevölkerung"";98"
"2012;"">> Bezirk Plessur"";""Ständige Wohnbevölkerung"";40293"
"2012;"">> Bezirk Plessur"";""Nichtständige Wohnbevölkerung"";1414"
"2012;"">> Bezirk Prättigau-Davos"";""Ständige Wohnbevölkerung"";26236"
"2012;"">> Bezirk Prättigau-Davos"";""Nichtständige Wohnbevölkerung"";1293"
"2012;"">> Bezirk Surselva"";""Ständige Wohnbevölkerung"";21335"
"2012;"">> Bezirk Surselva"";""Nichtständige Wohnbevölkerung"";761"
"2012;"">> Bezirk Aarau"";""Ständige Wohnbevölkerung"";72852"
"2012;"">> Bezirk Aarau"";""Nichtständige Wohnbevölkerung"";689"
"2012;"">> Bezirk Baden"";""Ständige Wohnbevölkerung"";134756"
"2012;"">> Bezirk Baden"";""Nichtständige Wohnbevölkerung"";1032"
"2012;"">> Bezirk Bremgarten"";""Ständige Wohnbevölkerung"";71354"
"2012;"">> Bezirk Bremgarten"";""Nichtständige Wohnbevölkerung"";324"
"2012;"">> Bezirk Brugg"";""Ständige Wohnbevölkerung"";47487"
"2012;"">> Bezirk Brugg"";""Nichtständige Wohnbevölkerung"";367"
"2012;"">> Bezirk Kulm"";""Ständige Wohnbevölkerung"";38405"
"2012;"">> Bezirk Kulm"";""Nichtständige Wohnbevölkerung"";332"
"2012;"">> Bezirk Laufenburg"";""Ständige Wohnbevölkerung"";30102"
"2012;"">> Bezirk Laufenburg"";""Nichtständige Wohnbevölkerung"";157"
"2012;"">> Bezirk Lenzburg"";""Ständige Wohnbevölkerung"";55244"
"2012;"">> Bezirk Lenzburg"";""Nichtständige Wohnbevölkerung"";215"
"2012;"">> Bezirk Muri"";""Ständige Wohnbevölkerung"";33276"
"2012;"">> Bezirk Muri"";""Nichtständige Wohnbevölkerung"";199"
"2012;"">> Bezirk Rheinfelden"";""Ständige Wohnbevölkerung"";45012"
"2012;"">> Bezirk Rheinfelden"";""Nichtständige Wohnbevölkerung"";343"
"2012;"">> Bezirk Zofingen"";""Ständige Wohnbevölkerung"";66458"
"2012;"">> Bezirk Zofingen"";""Nichtständige Wohnbevölkerung"";373"
"2012;"">> Bezirk Zurzach"";""Ständige Wohnbevölkerung"";32394"
"2012;"">> Bezirk Zurzach"";""Nichtständige Wohnbevölkerung"";432"
"2012;"">> Bezirk Arbon"";""Ständige Wohnbevölkerung"";53327"
"2012;"">> Bezirk Arbon"";""Nichtständige Wohnbevölkerung"";451"
"2012;"">> Bezirk Frauenfeld"";""Ständige Wohnbevölkerung"";63296"
"2012;"">> Bezirk Frauenfeld"";""Nichtständige Wohnbevölkerung"";647"
"2012;"">> Bezirk Kreuzlingen"";""Ständige Wohnbevölkerung"";44220"
"2012;"">> Bezirk Kreuzlingen"";""Nichtständige Wohnbevölkerung"";634"
"2012;"">> Bezirk Münchwilen"";""Ständige Wohnbevölkerung"";43614"
"2012;"">> Bezirk Münchwilen"";""Nichtständige Wohnbevölkerung"";197"
"2012;"">> Bezirk Weinfelden"";""Ständige Wohnbevölkerung"";51756"
"2012;"">> Bezirk Weinfelden"";""Nichtständige Wohnbevölkerung"";502"
"2012;"">> Distretto di Bellinzona"";""Ständige Wohnbevölkerung"";49473"
"2012;"">> Distretto di Bellinzona"";""Nichtständige Wohnbevölkerung"";201"
"2012;"">> Distretto di Blenio"";""Ständige Wohnbevölkerung"";5591"
"2012;"">> Distretto di Blenio"";""Nichtständige Wohnbevölkerung"";27"
"2012;"">> Distretto di Leventina"";""Ständige Wohnbevölkerung"";9524"
"2012;"">> Distretto di Leventina"";""Nichtständige Wohnbevölkerung"";86"
"2012;"">> Distretto di Locarno"";""Ständige Wohnbevölkerung"";62787"
"2012;"">> Distretto di Locarno"";""Nichtständige Wohnbevölkerung"";358"
"2012;"">> Distretto di Lugano"";""Ständige Wohnbevölkerung"";146045"
"2012;"">> Distretto di Lugano"";""Nichtständige Wohnbevölkerung"";1142"
"2012;"">> Distretto di Mendrisio"";""Ständige Wohnbevölkerung"";49557"
"2012;"">> Distretto di Mendrisio"";""Nichtständige Wohnbevölkerung"";417"
"2012;"">> Distretto di Riviera"";""Ständige Wohnbevölkerung"";12731"
"2012;"">> Distretto di Riviera"";""Nichtständige Wohnbevölkerung"";54"
"2012;"">> Distretto di Vallemaggia"";""Ständige Wohnbevölkerung"";5944"
"2012;"">> Distretto di Vallemaggia"";""Nichtständige Wohnbevölkerung"";15"
"2012;"">> District d'Aigle"";""Ständige Wohnbevölkerung"";41736"
"2012;"">> District d'Aigle"";""Nichtständige Wohnbevölkerung"";909"
"2012;"">> District de la Broye-Vully"";""Ständige Wohnbevölkerung"";38418"
"2012;"">> District de la Broye-Vully"";""Nichtständige Wohnbevölkerung"";446"
"2012;"">> District du Gros-de-Vaud"";""Ständige Wohnbevölkerung"";39840"
"2012;"">> District du Gros-de-Vaud"";""Nichtständige Wohnbevölkerung"";213"
"2012;"">> District du Jura-Nord vaudois"";""Ständige Wohnbevölkerung"";84533"
"2012;"">> District du Jura-Nord vaudois"";""Nichtständige Wohnbevölkerung"";878"
"2012;"">> District de Lausanne"";""Ständige Wohnbevölkerung"";154096"
"2012;"">> District de Lausanne"";""Nichtständige Wohnbevölkerung"";2706"
"2012;"">> District de Lavaux-Oron"";""Ständige Wohnbevölkerung"";57061"
"2012;"">> District de Lavaux-Oron"";""Nichtständige Wohnbevölkerung"";406"
"2012;"">> District de Morges"";""Ständige Wohnbevölkerung"";75725"
"2012;"">> District de Morges"";""Nichtständige Wohnbevölkerung"";619"
"2012;"">> District de Nyon"";""Ständige Wohnbevölkerung"";91834"
"2012;"">> District de Nyon"";""Nichtständige Wohnbevölkerung"";799"
"2012;"">> District de l'Ouest lausannois"";""Ständige Wohnbevölkerung"";69913"
"2012;"">> District de l'Ouest lausannois"";""Nichtständige Wohnbevölkerung"";1193"
"2012;"">> District de la Riviera-Pays-d'Enhaut"";""Ständige Wohnbevölkerung"";81200"
"2012;"">> District de la Riviera-Pays-d'Enhaut"";""Nichtständige Wohnbevölkerung"";1565"
"2012;"">> Bezirk Brig"";""Ständige Wohnbevölkerung"";25583"
"2012;"">> Bezirk Brig"";""Nichtständige Wohnbevölkerung"";241"
"2012;"">> District de Conthey"";""Ständige Wohnbevölkerung"";25377"
"2012;"">> District de Conthey"";""Nichtständige Wohnbevölkerung"";699"
"2012;"">> District d'Entremont"";""Ständige Wohnbevölkerung"";14517"
"2012;"">> District d'Entremont"";""Nichtständige Wohnbevölkerung"";945"
"2012;"">> Bezirk Goms"";""Ständige Wohnbevölkerung"";4629"
"2012;"">> Bezirk Goms"";""Nichtständige Wohnbevölkerung"";189"
"2012;"">> District d'Hérens"";""Ständige Wohnbevölkerung"";10623"
"2012;"">> District d'Hérens"";""Nichtständige Wohnbevölkerung"";202"
"2012;"">> Bezirk Leuk"";""Ständige Wohnbevölkerung"";12320"
"2012;"">> Bezirk Leuk"";""Nichtständige Wohnbevölkerung"";217"
"2012;"">> District de Martigny"";""Ständige Wohnbevölkerung"";43453"
"2012;"">> District de Martigny"";""Nichtständige Wohnbevölkerung"";747"
"2012;"">> District de Monthey"";""Ständige Wohnbevölkerung"";42278"
"2012;"">> District de Monthey"";""Nichtständige Wohnbevölkerung"";580"
"2012;"">> Bezirk Raron"";""Ständige Wohnbevölkerung"";10826"
"2012;"">> Bezirk Raron"";""Nichtständige Wohnbevölkerung"";326"
"2012;"">> District de Saint-Maurice"";""Ständige Wohnbevölkerung"";12931"
"2012;"">> District de Saint-Maurice"";""Nichtständige Wohnbevölkerung"";220"
"2012;"">> District de Sierre"";""Ständige Wohnbevölkerung"";47198"
"2012;"">> District de Sierre"";""Nichtständige Wohnbevölkerung"";1145"
"2012;"">> District de Sion"";""Ständige Wohnbevölkerung"";43759"
"2012;"">> District de Sion"";""Nichtständige Wohnbevölkerung"";438"
"2012;"">> Bezirk Visp"";""Ständige Wohnbevölkerung"";28238"
"2012;"">> Bezirk Visp"";""Nichtständige Wohnbevölkerung"";2216"
"2012;"">> District de Boudry"";""Ständige Wohnbevölkerung"";39133"
"2012;"">> District de Boudry"";""Nichtständige Wohnbevölkerung"";325"
"2012;"">> District de la Chaux-de-Fonds"";""Ständige Wohnbevölkerung"";39448"
"2012;"">> District de la Chaux-de-Fonds"";""Nichtständige Wohnbevölkerung"";343"
"2012;"">> District du Locle"";""Ständige Wohnbevölkerung"";14247"
"2012;"">> District du Locle"";""Nichtständige Wohnbevölkerung"";115"
"2012;"">> District de Neuchâtel"";""Ständige Wohnbevölkerung"";53323"
"2012;"">> District de Neuchâtel"";""Nichtständige Wohnbevölkerung"";524"
"2012;"">> District du Val-de-Ruz"";""Ständige Wohnbevölkerung"";16405"
"2012;"">> District du Val-de-Ruz"";""Nichtständige Wohnbevölkerung"";171"
"2012;"">> District du Val-de-Travers"";""Ständige Wohnbevölkerung"";11998"
"2012;"">> District du Val-de-Travers"";""Nichtständige Wohnbevölkerung"";115"
"2012;"">> Canton de Genève"";""Ständige Wohnbevölkerung"";463101"
"2012;"">> Canton de Genève"";""Nichtständige Wohnbevölkerung"";4107"
"2012;"">> District de Delémont"";""Ständige Wohnbevölkerung"";36609"
"2012;"">> District de Delémont"";""Nichtständige Wohnbevölkerung"";269"
"2012;"">> District des Franches-Montagnes"";""Ständige Wohnbevölkerung"";10070"
"2012;"">> District des Franches-Montagnes"";""Nichtständige Wohnbevölkerung"";80"
